"BAT_M09(r1)"	"BAT_M09(r2)"	"BAT_M09(r3)"	"eWAT_M09(r1)"	"eWAT_M09(r2)"	"eWAT_M09(r3)"	"pvWAT_M09(r1)"	"pvWAT_M09(r2)"	"pvWAT_M09(r3)"	"iWAT_M09(r1)"	"iWAT_M09(r2)"	"iWAT_M09(r3)"
"ENSMUSG00000065874"	8.11402	8.32233	8.04737	7.9029	7.64639	7.83139	7.69069	7.82596	7.80331	7.82596	8.01732	8.25087
"ENSMUSG00000065875"	3.61156	3.42645	3.42042	3.45254	3.24109	3.32209	3.52339	3.60128	3.33025	3.22403	3.27149	3.31976
"ENSMUSG00000065876"	5.96724	5.81156	6.04866	5.71218	5.57722	5.43994	6.11977	5.64948	5.70032	5.51011	5.39295	5.67115
"ENSMUSG00000065878"	9.18583	8.79391333333333	8.90352666666667	9.94697	8.86330333333333	8.66068	9.04058	9.00958333333333	8.88287666666667	9.88684333333333	9.60499666666667	10.6126833333333
"ENSMUSG00000065881"	7.44679	7.54798	8.3381	8.85708	6.89747	6.88092	6.98244	7.14219	8.0991	7.67121	7.7944	8.95319
"ENSMUSG00000065882"	8.38949	8.25953	8.84974	8.28603	7.90217	7.82456	7.94156	7.76149	8.07792	8.25656	8.02109	8.62112
"ENSMUSG00000065883"	6.33116	6.47586	6.15285	6.10282	6.3023	6.20314	5.95866	6.38128	6.21419	6.17137	6.05924	6.20839
"ENSMUSG00000065884"	3.71144	3.7106	3.64453	3.57673	3.37083	3.35837	3.53847	3.48716	3.54791	3.48575	3.37226	3.44569
"ENSMUSG00000065887"	8.43658	8.30486	8.77699	8.35554	7.43424	7.23998	7.98515	7.84396	7.97377	7.61274	7.28249	7.5754
"ENSMUSG00000065889"	5.79854	5.86637	6.1191	5.84886	5.52497	5.72409	6.15107	5.77296	5.66674	5.59831	5.48049	5.83676
"ENSMUSG00000065892"	5.96822	5.918795	5.757795	5.722775	5.975105	5.860855	5.85821	5.719265	5.625435	5.557395	5.94524	5.69103
"ENSMUSG00000065893"	10.5932	10.23062	10.86939	10.87705	9.78954	9.613355	9.99255	9.56895	10.171235	10.286325	10.04891	10.76228
"ENSMUSG00000065894"	7.17158	7.18928	7.38186	6.91076	7.17343	6.79132	7.32635	6.78526	7.01848	7.01176	6.89499	6.95324
"ENSMUSG00000065903"	3.97668	4.04402	3.99196	3.90113	3.61907	3.71522	4.40869	3.81575	3.83901	3.6068	3.73344	3.93005
"ENSMUSG00000065904"	6.09259	6.46345	5.70676	4.95286	5.17495	5.39223	5.44494	6.51651	5.74503	5.084	5.56287	5.41285
"ENSMUSG00000065905"	9.09318222222222	8.75039777777778	8.92770777777778	8.92297444444445	8.49419222222222	8.69014	8.65476333333333	8.60504888888889	8.69909777777778	8.82999	8.72048777777778	9.15403
"ENSMUSG00000065906"	4.40664	4.73024	4.66218	4.58677	4.37157	4.13143	4.61743	4.50151	5.09504	4.64226	4.45312	4.6132
"ENSMUSG00000065907"	5.70622	5.40593	5.46045	5.06601	5.26563	5.14601	5.46007	5.59255	5.30805	5.29773	5.18111	5.37255
"ENSMUSG00000065911"	14.01494	14.07668	14.15297	14.2533	14.23103	14.04229	13.97578	14.06985	14.1162	14.21875	14.27706	14.38683
"ENSMUSG00000065915"	8.74211	8.1824	8.41144	8.62671	9.56486	8.96839	8.91761	8.48467	8.69409	9.55199	9.81701	9.62309
"ENSMUSG00000065916"	4.67841	4.83157	4.64467	4.30952	4.43758	4.45292	4.43064	4.4145	4.55127	4.64203	4.56312	4.42557
"ENSMUSG00000065919"	8.27122	8.33918	8.06558	8.00167	8.02434	8.2066	8.32549	8.26793	8.34005	8.28131	8.3169	8.38106
"ENSMUSG00000065922"	7.67864	7.20562	7.46048	7.29947	7.08817	7.23059	7.61404	7.36343	7.26453	7.32794	7.31274	7.35126
"ENSMUSG00000065924"	5.44071	5.09664	5.39066	4.93983	5.04032	4.91781	5.24167	4.86404	5.07754	5.18373	5.15491	4.99895
"ENSMUSG00000065934"	6.61174	6.98222	6.69446	7.22661	7.92988	8.23083	7.01276	7.40531	7.65589	7.04221	7.26227	7.55792
"ENSMUSG00000065935"	3.40653	3.53734	3.37061	3.27464	3.13213	3.32349	3.40626	3.45709	3.39915	3.20788	3.39972	3.46726
"ENSMUSG00000065936"	4.15051	4.62063	4.11072	4.26429	4.01542	4.22955	4.03894	4.47721	4.25545	3.97111	4.0666	4.19848
"ENSMUSG00000065937"	5.51819	5.9352	5.83749	5.77243	5.91605	5.76462	5.92514	5.77995	5.80578	5.6504	5.8039	5.85096
"ENSMUSG00000065939"	6.52429	6.99003	7.12506	6.6983	6.47028	6.84417	6.87395	6.75946	6.68951	6.79212	6.93054	7.21809
"ENSMUSG00000065940"	7.22027	6.9946	7.73318	7.250855	6.921115	6.705965	7.405595	6.95356	7.14409	7.004575	7.179085	7.78217
"ENSMUSG00000065943"	5.29817	5.3147	5.45102	4.68572	4.93486	4.92835	5.17942	4.91645	5.43235	4.98989	4.7011	4.73792
"ENSMUSG00000065944"	9.47793	9.56674428571429	11.2438185714286	10.0840157142857	8.32255571428571	7.51131285714286	8.62780142857143	8.82495714285714	9.96858285714286	8.67706857142857	9.13526142857143	10.0997528571429
"ENSMUSG00000065945"	5.26504	4.78055	5.08556	4.9329	4.70634	4.97185	4.77286	5.10716	4.61321	4.96586	4.90602	4.87217
"ENSMUSG00000065947"	12.78911	12.8642266666667	12.9783266666667	11.86079	11.8181433333333	11.3883166666667	12.7541033333333	12.5902166666667	12.7232166666667	11.8814	11.9174866666667	11.4887533333333
"ENSMUSG00000065950"	10.0742688888889	10.0801855555556	9.87532666666667	10.4624466666667	10.1372566666667	9.90137444444444	10.0823588888889	10.1013344444444	10.1436222222222	10.4232711111111	10.40553	10.5991133333333
"ENSMUSG00000065952"	8.3388	8.29149	8.43174	8.01571	8.18266	8.15359	8.17437	8.1225	8.04311	8.02098	8.14525	8.15495
"ENSMUSG00000065954"	9.62104	9.65384	9.6505	9.78203	9.63564	9.85572	9.77865	9.74781	9.70865	9.5357	9.57543	9.63256
"ENSMUSG00000065956"	7.435125	7.428495	7.6396475	7.2209025	7.3426575	7.143035	7.337575	7.21808	7.3453925	7.2787375	7.25075	7.3443075
"ENSMUSG00000065968"	8.32549	8.29925	8.24162	8.04643	8.01715	8.01493	8.37031	7.90765	8.20574	8.15434	7.93953	8.07994
"ENSMUSG00000065979"	10.20858	10.3681	10.35327	9.73993	9.99241	10.14193	10.08851	10.33028	10.21145	9.71354	9.51732	9.35096
"ENSMUSG00000065987"	7.60648	7.68623	7.34343	8.90604	9.08975	9.0833	8.32799	10.64201	7.93609	10.56684	10.63877	10.87999
"ENSMUSG00000065990"	10.44807	10.54764	10.58912	10.33398	10.04407	9.94484	10.52913	10.53651	10.56262	10.07311	9.92711	9.87532
"ENSMUSG00000065999"	4.689025	4.56444	4.70257	4.85143	4.73252	4.773295	4.646555	4.75313	4.582835	4.79734	4.784595	4.85294
"ENSMUSG00000066000"	7.14756	7.07207	6.55257	7.11829	7.02165	7.10034	7.40945	7.16216	7.14525	7.21456	6.42676	6.34266
"ENSMUSG00000066007"	6.143875	6.114245	6.302115	5.775385	6.21726	6.04935	6.2632	6.54386	7.01923	6.04164	5.938705	5.677125
"ENSMUSG00000066009"	8.8274975	8.92692	8.9077225	9.7260125	9.9510625	9.7303375	9.05064	9.3896425	9.2610575	9.788005	9.956765	9.69022
"ENSMUSG00000066026"	11.49362	11.19393	11.1459	11.69196	11.68916	12.03431	11.48704	11.3601	11.45922	11.32132	11.13767	11.16212
"ENSMUSG00000066027"	5.65457666666667	5.52196	5.69275	5.41392666666667	5.63720666666667	5.44993	5.61357	5.48058333333333	5.50215666666667	5.46569333333333	5.46356333333333	5.45271666666667
"ENSMUSG00000066030"	5.719285	5.691615	5.66068	5.343185	5.469385	5.522235	5.68962	5.643645	5.849825	5.51776	5.444945	5.482165
"ENSMUSG00000066031"	5.2698125	5.1463325	5.184765	4.9688975	5.1055525	5.0100325	5.1147375	5.0389675	5.092955	4.9901675	5.02328	5.0038075
"ENSMUSG00000066036"	10.16079	10.28502	10.19627	10.15894	10.1115	10.24137	10.24412	10.20461	10.3884	10.12888	10.11422	10.12046
"ENSMUSG00000066037"	8.42221	8.37481	8.10831	8.58974	8.21669	8.26632	8.12622	8.07631	8.16182	8.54863	8.29434	8.61878
"ENSMUSG00000066042"	7.50854	7.17535	7.20263	7.37205	7.17819	7.3712	7.42437	7.34969	7.07972	7.47856	7.3056	7.5989
"ENSMUSG00000066043"	8.74137	8.75185	8.33935	8.96242	8.88581	8.97504	8.74713	8.85065	8.92923	8.89048	8.76093	8.81288
"ENSMUSG00000066057"	7.77409	7.991495	7.877895	8.38237	8.63013	8.471535	7.804345	7.95362	7.97581	8.49124	8.53636	8.253455
"ENSMUSG00000066058"	8.04305	8.06169	8.24871	7.96839	7.92054	7.96545	8.20238	8.6093	8.09448	8.1087	8.11404	8.34296
"ENSMUSG00000066060"	7.5595	7.51311	7.86003	7.4483	7.73188	7.33235	7.646	7.20272	7.51056	7.60296	7.6493	7.53999
"ENSMUSG00000066061"	7.41085	7.22762	7.37583	7.23417	7.29958	7.12527	7.36988	7.15111	7.15282	7.22863	7.15088	7.12652
"ENSMUSG00000066068"	10.6815022222222	10.6140644444444	10.3507611111111	10.9512188888889	10.5108688888889	10.1686166666667	10.8645888888889	10.8051822222222	10.5737644444444	10.8306233333333	10.6470444444444	10.8905411111111
"ENSMUSG00000066071"	5.54516	5.37861	5.53953	5.46987	5.47975	5.32527	5.43494	5.48495	5.38423	5.15856	5.51512	5.29599
"ENSMUSG00000066072"	6.085545	6.66457	6.32759	5.837115	5.93097	5.779765	6.26418	6.04037	6.148615	5.769125	5.778645	5.8503
"ENSMUSG00000066090"	7.49073	7.20631	7.58853	7.20081	7.34217	7.34904	7.32677	7.33044	7.36236	7.14289	7.24489	7.10685
"ENSMUSG00000066097"	5.48628	5.29894	5.58468	5.65765	5.6165	5.43155	5.59733	5.31882	5.36704	5.26828	5.31627	5.06991
"ENSMUSG00000066100"	9.96484	9.826745	9.869735	9.584935	9.97686	9.68597	9.868725	9.689485	9.676235	9.95598	9.82834	9.638165
"ENSMUSG00000066101"	9.47982	9.29372	9.50146	9.12669	9.56368	9.16911	9.38188	9.1077	9.1731	9.41831	9.28111	9.29924
"ENSMUSG00000066107"	7.25438	7.45516	7.45444	7.66095	7.5337	7.58492	7.44467	7.79094	7.11961	7.42478	7.54463	7.81664
"ENSMUSG00000066108"	7.45999	7.42819	7.71952	7.39331	7.51832	7.41084	7.93888	7.43885	7.34728	7.43201	7.64944	7.55052
"ENSMUSG00000066113"	7.727485	7.823045	7.694755	8.29321	8.569115	8.564105	7.6491	7.80576	7.84968	7.994545	8.4593	8.07873
"ENSMUSG00000066116"	11.61873	11.7060525	11.4832675	12.1241675	11.913785	11.579725	11.73029	11.92884	11.7481025	12.35674	12.296885	12.4666925
"ENSMUSG00000066122"	6.681305	6.82089	6.90598	6.586825	6.597865	6.628345	6.903075	6.759785	6.771595	6.76222	6.77146	6.71212
"ENSMUSG00000066129"	6.71394	6.83608	7.05459	6.88865	7.26474	6.74733	6.87703	6.83589	6.67104	6.87094	6.73119	6.73764
"ENSMUSG00000066137"	6.87720166666667	6.90792	6.79525166666667	6.55051833333333	6.79358333333333	6.486955	6.97000666666667	6.541975	6.67084833333333	6.74753	6.42623833333333	6.51875333333333
"ENSMUSG00000066141"	7.90125	7.74907	7.9614	7.33529	7.80251	7.73747	7.80606	7.59077	7.71303	7.6789	7.83259	7.59204
"ENSMUSG00000066148"	9.08184	9.07133	8.99403	8.91962	9.02138	9.0765	9.0703	9.14295	9.0602	9.06635	9.08654	9.18083
"ENSMUSG00000066149"	8.01732	8.28819	8.50573	8.43222	8.37974	8.35999	8.07068	8.54081	8.60413	8.36223	8.32095	8.49855
"ENSMUSG00000066150"	9.87529	9.92746	9.73714	9.96241	9.80074	9.58299	9.83321	9.75516	9.91144	9.41759	9.55037	9.13025
"ENSMUSG00000066151"	9.51312	9.56878	9.42274	9.90284	9.91083	10.12904	9.59918	9.76685	9.80911	9.85583	10.10996	10.15145
"ENSMUSG00000066152"	10.18771	10.13035	9.63968	10.61298	10.89985	10.77825	10.45628	10.47088	10.51485	10.56631	10.54126	10.28209
"ENSMUSG00000066153"	5.95462	6.19211	5.84532	5.39308	5.55365	5.52752	5.74012	6.11963	6.09794	5.81078	6.02715	6.20583
"ENSMUSG00000066154"	5.98129	6.0585	5.93523	5.76319	5.67079	6.01283	6.07194	6.29231	6.22212	5.88887	6.08077	6.17606
"ENSMUSG00000066158"	7.41374	7.29051	7.55604	7.00625	6.83344	7.04241	7.7017	7.24948	7.6042	7.03125	6.71194	6.96532
"ENSMUSG00000066170"	7.01531	6.97793	7.24552	7.13257	7.40992	7.19033	7.17881	7.0244	7.26897	7.44551	7.60616	7.35094
"ENSMUSG00000066175"	8.07255	8.07857	8.07976	7.91603	8.05481	7.96225	8.01731	7.97147	8.32962	8.12835	7.94321	8.00182
"ENSMUSG00000066176"	7.08817	6.66722	7.12239	6.70711	6.86798	6.91241	7.0831	6.97951	6.81301	6.95	6.9621	7.08591
"ENSMUSG00000066178"	7.71672	7.49885	7.75611	7.62023	7.768	7.79765	7.81151	7.79198	7.67091	7.69993	7.68873	7.73534
"ENSMUSG00000066180"	12.502891	12.40369175	12.29355225	12.79633325	12.78855	12.589672	12.519982	12.5472945	12.4411635	13.03961575	12.958508	13.06203775
"ENSMUSG00000066189"	5.90413	5.96886	5.92607	5.95809	5.90265	5.84287	5.93795	5.53067	5.72103	6.28611	6.10047	6.09753
"ENSMUSG00000066191"	7.60425	7.40038	7.54178	7.62199	7.6993	7.6397	7.65851	7.3554	7.25548	7.46887	7.56141	7.41123
"ENSMUSG00000066196"	7.40332	7.58642	7.43896	7.38423	7.49017	7.32794	7.60683	7.33156	7.32225	7.25887	7.13485	7.1713
"ENSMUSG00000066197"	8.47568	8.4173	8.57209	8.32288	8.34411	8.24693	8.40276	8.1652	8.33731	8.2677	8.34834	8.19441
"ENSMUSG00000066224"	7.28257	7.44101	7.90945	7.49428	7.40584	7.48487	7.63156	7.47578	7.4569	7.4177	7.44089	7.44589
"ENSMUSG00000066232"	10.01087	10.33944	10.24614	9.99998	9.67283	9.81557	9.93655	10.24653	10.22204	9.71551	9.73757	9.76048
"ENSMUSG00000066233"	8.93311	8.97337	8.99626	9.06484	8.90619	9.10676	8.81796	8.89164	8.94	8.97195	8.8589	8.94966
"ENSMUSG00000066235"	8.37282	8.33135	8.60027	8.66641	8.46616	8.69791	8.6057	8.28797	8.28546	8.50349	8.33457	8.45152
"ENSMUSG00000066239"	5.76454	6.03742	5.82904	5.59831	5.93906	5.52088	5.93756	5.43221	5.80892	5.7342	5.6551	5.57162
"ENSMUSG00000066240"	6.98151	6.68099	6.61323	6.69285	6.69561	6.50211	6.6213	6.69289	6.61437	6.53519	6.75232	6.41522
"ENSMUSG00000066241"	6.43507	6.47095	6.82935	6.35855	6.44295	6.64286	6.59436	6.57644	6.34039	6.56499	6.5032	6.45597
"ENSMUSG00000066242"	7.51047	7.25596	7.96068	7.30722	7.37257	7.26533	7.64366	7.49839	7.2721	7.40921	7.24557	7.37091
"ENSMUSG00000066245"	10.7190033333333	10.2748833333333	10.5894033333333	11.5133833333333	11.3194133333333	11.2144166666667	10.84569	10.7559833333333	10.47819	11.55605	11.4331966666667	11.6145566666667
"ENSMUSG00000066257"	4.38259	4.47331	4.35558	4.30205	4.23851	4.32269	4.51676	4.68494	4.44478	4.37339	4.12603	4.36031
"ENSMUSG00000066258"	7.73437	7.69783	7.64527	8.34819	8.19782	8.71883	8.16117	8.67728	8.39668	8.88284	9.50058	10.01984
"ENSMUSG00000066262"	6.32894	6.14297	6.41976	5.88868	6.29243	6.29528	6.30294	5.83977	6.08719	6.14389	6.10802	6.21853
"ENSMUSG00000066263"	6.95114	6.56001	6.67033	6.44922	6.53566	6.56171	6.75719	6.70617	6.8909	6.56252	6.56523	6.61672
"ENSMUSG00000066268"	7.01892	6.96889	7.00721	6.583	7.01462	6.51991	7.06067	6.90817	6.84115	6.77178	6.82584	6.89747
"ENSMUSG00000066269"	5.97111	6.47642	6.49111	5.91077	6.17624	6.28954	6.51032	6.0785	6.28316	6.17895	6.29497	6.32579
"ENSMUSG00000066270"	11.922825	12.07507	12.042955	11.828725	11.78965	11.790945	11.828645	11.77496	11.75669	11.707025	11.71422	11.747215
"ENSMUSG00000066272"	6.69773	6.52538	6.10613	6.01618	6.08907	6.03845	6.01838	6.05026	6.41749	6.08147	5.91694	5.79943
"ENSMUSG00000066273"	6.98344	6.5778	7.04035	6.37185	6.49537	6.40982	6.90821	6.41438	7.16287	6.38412	6.27227	6.74728
"ENSMUSG00000066278"	7.66947	7.60999	7.60561	7.69637	7.58604	7.55641	7.65075	7.58394	7.52555	8.03453	8.08861	8.2823
"ENSMUSG00000066279"	6.99274	6.94786	7.09855	6.71559	7.13951	6.88258	6.97718	6.69945	6.65723	6.99031	6.93213	6.97941
"ENSMUSG00000066306"	10.04493	10.05246	9.97698	10.02712	9.99381	10.11388	10.09941	10.11662	10.24355	10.07531	10.1676	10.26039
"ENSMUSG00000066315"	9.30842444444444	9.19205666666667	9.28097777777778	9.62559444444445	9.27288444444445	9.25067666666667	9.56901888888889	9.33132	9.29876777777778	9.65858888888889	9.48749777777778	9.75642888888889
"ENSMUSG00000066319"	8.49578	8.57916	8.57458	8.23566	8.47201	8.65775	8.53442	8.33208	8.69292	8.39398	8.33664	8.16104
"ENSMUSG00000066324"	9.73002	9.67264	9.48939	9.66783	9.68269	9.78034	9.68453	9.87883	9.86361	9.59658	9.24174	9.22747
"ENSMUSG00000066357"	8.76565	9.09782	9.18608	9.03667	8.8786	9.04551	9.06022	8.94784	9.37464	8.91038	8.879	8.85821
"ENSMUSG00000066359"	7.30504	7.1538	7.36306	7.27997	7.53219	7.3536	7.53123	7.17946	7.23445	7.29944	7.31216	7.26414
"ENSMUSG00000066361"	9.3898	9.51591	9.49235	12.41699	12.43607	12.46877	9.74076	10.01867	10.49832	12.13284	11.80708	11.6412
"ENSMUSG00000066362"	9.42121666666667	9.25845	8.87815666666667	9.68958333333333	9.51493	9.23153666666667	9.52279666666667	9.61346666666667	9.54013333333333	10.01763	9.95496333333333	10.1329266666667
"ENSMUSG00000066363"	6.33889	6.85039	6.5922	6.86298	7.15141	6.98563	6.99957	7.68427	6.58989	8.04105	8.38143	8.62308
"ENSMUSG00000066364"	6.04773	6.87546	6.99051	8.03423	8.08307	7.86903	6.55736	6.69286	6.73051	6.77632	6.80884	6.70503
"ENSMUSG00000066366"	7.31867	7.375845	7.344165	7.47635	7.44404	7.638835	7.18295	7.81634	7.171175	8.096335	7.839635	8.130605
"ENSMUSG00000066368"	7.04349	7.09184	7.24424	6.99575	7.06018	6.87315	7.20138	6.87451	7.00913	6.85582	6.93228	6.88766
"ENSMUSG00000066372"	5.345535	5.33945	5.11779	5.25612	5.07972	5.110365	5.233685	5.16965	5.304055	5.091115	5.000545	5.30383
"ENSMUSG00000066378"	6.98364	7.18545	7.27704	7.17347	7.3226	7.111	7.40994	6.71947	7.32712	7.1642	7.27936	7.29857
"ENSMUSG00000066382"	7.12306	6.90947	7.47565	6.98052	7.03408	6.63401	7.45013	7.07005	6.94363	6.85723	6.83317	6.85111
"ENSMUSG00000066383"	7.17175	6.90608	7.35326	6.82019	7.11474	6.77477	7.08639	6.90096	6.71411	6.82529	6.80842	6.61197
"ENSMUSG00000066389"	11.18725	11.00752	10.65189	11.5078	11.3532	10.99941	11.16989	11.20843	10.94642	11.65579	11.66017	11.60715
"ENSMUSG00000066392"	7.19842	7.29387	7.21026	7.12445	7.15193	7.09072	7.28636	6.97304	7.04253	7.13392	7.14074	7.10594
"ENSMUSG00000066406"	9.16388	9.16502	9.02834	9.26037	9.21348	9.38292	9.11083	9.29875	9.40467	9.42135	9.4836	9.83403
"ENSMUSG00000066407"	9.99512	9.96189	9.47818	10.4814714285714	9.84371	9.72494857142857	10.1543914285714	9.99336571428571	10.0245885714286	10.4572142857143	10.3474	10.6032571428571
"ENSMUSG00000066415"	11.03807	11.08243	10.84422	10.96259	11.22913	11.25399	10.82942	11.14195	11.02312	11.49937	11.46071	11.57733
"ENSMUSG00000066438"	7.24432	7.09253	7.13859	6.83077	6.99304	7.0044	6.93726	6.88447	6.86932	6.95664	6.98672	7.01709
"ENSMUSG00000066440"	8.99522	9.07094	8.93376	8.98139	8.96116	9.06667	9.0962	9.10502	9.17277	9.05853	9.22443	9.20091
"ENSMUSG00000066441"	8.06669	8.00433	7.81059	7.94339	7.75964	7.9336	7.92655	7.98189	7.83228	7.85591	7.81627	7.91872
"ENSMUSG00000066442"	8.892735	8.5564	8.636045	8.75983	8.647355	8.751035	8.64143	8.803315	8.81242	8.93033	9.066155	9.13771
"ENSMUSG00000066443"	12.4848326829268	12.3874256097561	12.2786990243902	12.7773636585366	12.7732073170732	12.5715058536585	12.5021836585366	12.531463902439	12.424963902439	13.0214331707317	12.9429395121951	13.0453382926829
"ENSMUSG00000066456"	6.92132	6.58229	6.37109	7.13748	7.11584	7.19593	7.08339	6.68635	6.3456	7.48205	7.21067	7.35077
"ENSMUSG00000066457"	9.0145	8.99162	8.79165	9.48922	9.33677	9.09923	9.16132	8.97933	8.98094	9.25038	9.19375	8.84479
"ENSMUSG00000066463"	3.65438	3.51122	3.58908	3.35429	3.44371	3.47905	3.81151	3.50031	3.53685	3.43413	3.51828	3.53128
"ENSMUSG00000066475"	10.456786	10.5305033333333	10.527836	11.1833553333333	10.776044	10.6897066666667	10.8671546666667	11.0620126666667	10.818454	11.2407473333333	11.2271006666667	11.6559793333333
"ENSMUSG00000066477"	6.74085	6.83217	6.80061	6.83558	6.42854	6.62299	6.66946	6.4342	6.36493	6.41894	6.4449	6.68743
"ENSMUSG00000066478"	10.6738033333333	10.6174933333333	10.3964866666667	10.91577	10.5049033333333	10.2179633333333	10.79884	10.76901	10.56753	10.7996333333333	10.6251733333333	10.8547466666667
"ENSMUSG00000066487"	12.6811236842105	12.8046973684211	12.70371	12.8182278947368	12.8291047368421	12.6992773684211	12.7688610526316	12.8274410526316	12.8163957894737	12.8665978947368	13.0113115789474	12.9209578947368
"ENSMUSG00000066489"	4.79993	4.69804	4.57371	4.51048	4.55394	4.21747	4.67029	4.54132	4.76325	4.52791	4.59031	4.7382
"ENSMUSG00000066491"	13.67368	13.77367	13.84512	12.97104	12.9751	12.86359	13.68055	13.65406	13.74994	12.79042	12.90053	12.84711
"ENSMUSG00000066500"	6.37849	6.1945	6.3019	5.97069	6.37917	6.11051	6.47968	6.19203	6.1206	6.09546	6.04187	6.22011
"ENSMUSG00000066510"	8.41477	8.21684	8.3649	8.23138	8.4287	8.33559	8.30935	8.24875	7.9614	8.21547	8.31215	8.28365
"ENSMUSG00000066512"	7.151545	7.03462	7.078675	6.82253	7.03761	6.908735	7.104695	6.955985	7.056095	7.05713	6.96585	6.938155
"ENSMUSG00000066513"	6.74286	6.68935	6.9184	6.71616	6.67192	6.60561	6.98865	6.79217	6.89036	6.68142	6.6518	6.55044
"ENSMUSG00000066515"	6.10687	6.078985	6.23488	5.80132	6.004355	5.984475	6.218225	6.08849	5.93417	6.18698	5.86386	5.928835
"ENSMUSG00000066516"	7.60287	7.44682	7.54376	7.3089	7.68322	7.33642	7.50334	7.39374	7.36916	7.49189	7.48225	7.58166
"ENSMUSG00000066538"	10.7751566666667	10.9025711111111	10.8359911111111	10.8891711111111	10.5535377777778	10.5308044444444	10.4045755555556	10.5894888888889	10.7755244444444	10.8349266666667	10.9409244444444	11.0351855555556
"ENSMUSG00000066543"	10.456786	10.5305033333333	10.527836	11.1833553333333	10.776044	10.6897066666667	10.8671546666667	11.0620126666667	10.818454	11.2407473333333	11.2271006666667	11.6559793333333
"ENSMUSG00000066551"	10.6834384375	10.7012671875	10.8080103125	10.484539375	10.740219375	10.65914125	10.42716875	10.56887	10.6636325	10.7267459375	10.8693103125	10.82621375
"ENSMUSG00000066553"	9.26714	9.33873	9.3415	8.7052	8.85209	8.80531	9.2636	9.21584	9.61136	8.70684	8.65595	8.74754
"ENSMUSG00000066554"	7.75565	7.98964	8.07338	8.12383	7.65452	7.86823	7.91784	7.45368	7.48552	7.85466	7.86582	7.76732
"ENSMUSG00000066568"	9.80268	9.72628	9.72911	10.08446	9.97777	10.02624	9.79626	9.84577	9.78892	10.02072	9.99278	10.1292
"ENSMUSG00000066571"	10.2626	10.07405	10.25351	10.64494	10.46207	10.95661	10.34688	10.15134	10.4557	10.50432	10.15541	10.20937
"ENSMUSG00000066583"	8.20727	8.27579	8.49034	8.02748	8.15061	7.99738	8.25357	8.35903	7.9893	7.94908	8.11467	8.11462
"ENSMUSG00000066584"	4.46117	4.8072	4.91639	4.82275	4.75421	4.51555	5.0464	4.71807	4.80087	4.52003	4.55456	4.56322
"ENSMUSG00000066586"	6.4234	6.18298	6.59113	6.09996	6.13754	6.11644	6.12584	6.15795	5.859	6.12886	6.22558	6.11493
"ENSMUSG00000066592"	10.1846183333333	10.02145	9.80499166666667	10.50079	9.94665	9.846725	10.368375	10.2002883333333	10.0370566666667	10.3329	10.1331916666667	10.3433983333333
"ENSMUSG00000066595"	9.63625	9.856785	9.90259	8.785165	8.919755	8.933925	9.436075	9.32269	9.94801	8.951695	9.11425	9.02498
"ENSMUSG00000066607"	8.31281	7.83011	8.25622	8.0443	8.06737	8.05146	8.45557	7.91855	8.11242	7.82447	7.8016	7.95079
"ENSMUSG00000066613"	8.87995	8.78183	8.604595	8.9706	9.120685	8.95084	8.7733	8.94875	8.897735	9.302145	9.41248	9.22275
"ENSMUSG00000066620"	8.90377	9.128	8.74704	8.98806	8.97912	8.92827	9.1497	9.02177	8.92145	9.45279	9.23765	9.40023
"ENSMUSG00000066621"	9.37881	9.88881	9.8807	9.60129	9.28947	9.43229	9.32675	9.42971	9.75561	9.39338	9.27597	9.36493
"ENSMUSG00000066626"	9.539405	9.46635	9.526575	9.60048	9.198565	9.09779	9.70367	9.50911	9.48602	9.543595	9.49953	9.522695
"ENSMUSG00000066629"	10.7239657142857	10.6489085714286	10.3685485714286	11.00724	10.5557628571429	10.1921857142857	10.9334042857143	10.8649828571429	10.6188	10.8846885714286	10.6930642857143	10.9466414285714
"ENSMUSG00000066632"	12.2265566666667	12.2976766666667	12.21142	10.54651	10.49413	10.0132966666667	12.1632133333333	11.9955166666667	11.9354233333333	10.4064466666667	10.4413433333333	10.0194366666667
"ENSMUSG00000066637"	8.68823	8.56855	8.38353	8.1575	8.19427	7.83443	8.48406	8.39751	8.41398	8.31615	8.28341	8.31032
"ENSMUSG00000066640"	8.26388	8.23024	8.24204	8.40383	8.29735	8.25007	8.04343	8.21042	8.21726	8.22562	8.25952	8.22127
"ENSMUSG00000066643"	7.66906	7.59998	7.61878	7.88134	8.00347	8.1273	7.76126	7.66449	7.66583	7.48073	7.31721	7.51083
"ENSMUSG00000066647"	7.29007	7.28252	7.05284	6.62082	6.43322	6.72462	7.1296	7.19134	7.22306	6.68938	6.49143	6.62068
"ENSMUSG00000066652"	6.303	6.48695	6.22755	6.18116	6.06804	6.0208	6.41579	6.19949	6.01714	6.09011	6.09325	6.09426
"ENSMUSG00000066671"	6.96242	7.23728	7.14547	6.8835	7.23278	7.05522	7.08979	6.99416	7.00566	7.05198	6.87253	7.20538
