"sWAT_patient 5_hM3"	"sWAT (cold acclimation)_patient 5_hM3"	"sWAT_patient 2_hM3"	"sWAT_patient 6_hM3"	"sWAT (cold acclimation)_patient 2_hM3"	"sWAT (cold acclimation)_patient 6_hM3"	"sWAT_patient 3_hM3"	"sWAT_patient 7_hM3"	"sWAT (cold acclimation)_patient 3_hM3"	"sWAT (cold acclimation)_patient 7_hM3"	"sWAT_patient 4_hM3"	"sWAT_patient 8_hM3"	"sWAT (cold acclimation)_patient 4_hM3"	"sWAT (cold acclimation)_patient 8_hM3"
"ENSG00000153187"	8.86994	8.75141	8.79763	8.74424	8.8783	8.88103	8.83164	9.03749	8.65297	8.84843	8.77825	8.8969	9.03772	8.8969
"ENSG00000153201"	9.14658777777778	8.97302333333333	9.17482333333333	9.09012222222222	9.27534333333333	9.3653	9.05341555555556	9.23660222222222	9.07526222222222	9.28193555555556	9.06099	9.23595555555556	9.34327	9.44827888888889
"ENSG00000153207"	8.419325	7.891865	8.29123	7.9534	8.14949	8.336025	7.95026	8.18066	7.7973	8.27132	7.956	8.058395	8.232775	8.35615
"ENSG00000153208"	6.72538	7.25285	7.90043	6.83825	7.99787	7.14018	6.76833	6.7718	6.79676	6.90104	6.61206	7.30341	6.75107	6.9427
"ENSG00000153214"	6.77339	7.02526	7.03512	6.50213	6.93157	6.94549	6.94568	7.13983	6.85527	6.84122	6.37435	6.96087	7.02464	7.27492
"ENSG00000153233"	2.75363	2.92988	2.92598	2.88661	2.87932	2.78064	2.99104	3.01687	3.08013	2.74313	3.13345	2.98069	2.64189	2.96398
"ENSG00000153234"	4.25971	4.60533	4.46261	4.93692	4.4559	4.87886	5.03094	4.31712	5.08665	4.15691	4.19097	4.22321	4.66399	4.68213
"ENSG00000153237"	3.04319	2.87963	2.84377	3.27551	2.82021	2.90224	2.81359	2.66574	2.59664	2.83672	2.99958	2.43807	3.00249	2.93473
"ENSG00000153246"	7.38495	6.90299	7.30184	6.91287	7.53538	7.19379	6.6013	7.68757	6.90106	7.79582	7.17026	7.13551	7.66204	8.10835
"ENSG00000153250"	7.961305	7.966575	7.988855	8.02048	7.834905	7.796025	7.77535	7.83241	7.648085	7.86677	7.902515	8.101615	7.950945	8.026475
"ENSG00000153253"	2.8543	2.74177	2.96924	3.28184	3.19036	3.0378	3.11253	2.79428	3.27934	2.74582	3.25004	2.74595	3.26466	3.01962
"ENSG00000153266"	3.53115	3.52299	3.415	3.90255	3.61772	3.63488	3.98243	3.60764	3.53787	3.5447	4.1485	3.35094	3.2405	3.55319
"ENSG00000153283"	5.01381	5.33999	6.02083	5.8488	5.75218	4.84191	5.21724	5.84957	5.63523	6.17106	5.67808	5.46766	6.00088	5.54154
"ENSG00000153291"	7.05207	6.67888	6.76704	6.93371	7.02496	7.37312	6.72827	7.11608	6.48754	7.35209	6.90127	6.84785	7.3194	7.09014
"ENSG00000153292"	2.54078	2.56708	2.36475	2.49613	2.6239	2.74143	2.13175	2.40566	2.61691	2.41081	2.38303	2.52395	2.45618	2.93447
"ENSG00000153294"	2.29797	2.26747	2.32119	2.31616	2.30165	2.27881	2.49881	2.21115	2.38321	2.16563	2.28948	2.30187	2.10628	2.18664
"ENSG00000153303"	5.07431	5.08214	5.18095	5.14669	4.69917	5.11492	4.93844	4.54515	5.10779	5.36803	4.77494	5.35475	4.74436	4.99625
"ENSG00000153310"	7.43784	8.54041	8.03462	8.02542	7.88796	7.57571	8.04503	7.88332	7.96058	7.82138	8.10042	8.12739	7.96677	7.93757
"ENSG00000153317"	8.9344	9.1989	9.05118	9.20877	9.06263	9.01159	9.33013	8.86239	9.09741	8.93165	9.08915	8.75107	8.91432	8.87346
"ENSG00000153339"	7.09472	6.88534	6.97405	6.9002	7.19623	7.25972	6.98267	7.31866	6.94988	7.30486	6.94726	7.24314	7.31342	7.37406
"ENSG00000153347"	3.36939	2.94531	3.21861	3.00883	3.07793	3.09806	2.91311	2.83413	3.46825	3.19734	3.15389	3.04009	3.07552	2.96047
"ENSG00000153391"	5.65267	5.39896	5.17184	5.38116	5.70036	5.31113	4.91906	5.45427	5.2324	5.46394	5.21115	5.27696	5.35607	5.54446
"ENSG00000153395"	6.35678	6.31995	6.32543	6.10244	6.37552	5.96726	6.30808	6.21082	6.25727	6.29103	6.23474	6.25372	6.2908	6.07163
"ENSG00000153404"	3.056	3.19289	3.24532	2.68243	2.79026	2.91521	3.395	2.89295	2.92043	2.96075	3.44256	3.03515	3.14651	2.77229
"ENSG00000153406"	5.15342	4.96054	5.12303	5.18187	5.20696	5.20904	5.1799	5.02486	5.49297	5.27227	5.44674	5.05363	5.48163	5.2451
"ENSG00000153443"	6.3579	6.86858	6.57849	7.13852	6.38577	6.26562	6.67522	6.37236	6.95517	6.36771	6.4385	6.5904	6.15511	6.30191
"ENSG00000153446"	5.01776	5.00266	5.40155	5.06052	5.22862	4.84731	4.96254	5.07776	5.10909	4.718	4.81808	5.1421	4.56022	4.86651
"ENSG00000153485"	5.88208	5.97899	6.08048	5.85006	5.90296	5.8778	6.02411	5.72906	5.8179	5.90413	5.87877	5.9521	5.86542	5.57521
"ENSG00000153487"	5.22821	5.0096	5.20865	4.96696	5.0597	5.14342	4.91605	5.18916	4.81879	5.13814	4.92293	5.23352	5.15054	5.31926
"ENSG00000153495"	4.2625	4.65434	4.2167	4.61891	4.12739	4.11644	4.17034	4.22429	4.23653	4.0447	4.71022	4.03464	4.34852	4.06136
"ENSG00000153498"	2.434	1.81873	2.41728	2.13814	2.34597	2.47924	2.48813	2.63418	2.44012	2.31385	2.33175	2.56885	2.20447	2.28261
"ENSG00000153531"	4.83672	4.61114	4.96706	5.37429	4.84265	4.76354	4.6102	4.87837	4.91304	5.28593	4.71102	4.85443	4.50063	4.69646
"ENSG00000153551"	6.22363	6.80208	6.46428	6.3494	6.18095	6.27101	6.14787	5.96916	6.80595	6.05858	6.19905	6.6413	6.34799	6.35269
"ENSG00000153558"	6.7052	6.04017	6.37363	6.25143	6.45874	6.44917	6.31091	6.57577	5.99649	6.57098	6.39807	6.29081	6.65012	6.56197
"ENSG00000153560"	7.73765	7.74593	7.62351	7.47561	7.71959	7.50732	7.62547	7.58487	7.4851	7.43539	7.52616	7.69031	7.6797	7.69278
"ENSG00000153561"	8.228605	7.86712	8.16396	7.94742	7.990645	8.14301	7.99461	8.222485	7.84101	8.40319	8.01255	8.10943	8.188845	8.21952
"ENSG00000153563"	4.62847	4.71977	4.79709	5.01545	4.77469	4.45238	4.40418	4.74048	4.34029	5.40886	4.77147	5.04	4.38874	4.91325
"ENSG00000153574"	5.90456	5.54598	5.78094	5.50131	5.79312	6.03553	4.75586	6.0961	5.26174	5.75481	5.34921	5.77174	6.07481	5.99807
"ENSG00000153684"	5.0813725	4.865215	4.97255125	4.866655	5.01527875	4.9361775	4.987435	5.1014675	4.88497625	5.08755375	5.163845	5.05187125	5.21946375	5.12392125
"ENSG00000153707"	4.82994	4.5087	5.05833	4.65205	5.72457	5.21506	5.01351	5.5339	5.36904	4.99428	4.98893	5.04852	4.76162	4.71306
"ENSG00000153714"	8.02634	7.46537	7.38554	7.05196	7.64938	7.54297	7.33159	8.25187	7.16418	7.70118	7.46342	7.65197	7.56538	7.56479
"ENSG00000153721"	5.035095	5.310495	5.546525	4.94238	5.37849	5.20461	5.464015	5.11772	5.33186	5.229515	5.30614	5.30904	5.590445	5.46918
"ENSG00000153767"	6.51457	6.24445	6.04564	5.84571	6.24049	6.40506	5.8024	6.39194	5.77581	6.25263	5.55633	6.38917	6.33419	6.2915
"ENSG00000153774"	6.76676	6.42712	6.60337	6.60764	6.54394	6.62184	6.52452	6.45978	6.50323	6.40548	6.64227	6.45816	6.76976	6.64143
"ENSG00000153779"	2.42457	2.58201	2.730255	2.659315	2.32491	2.437135	2.50642	2.633415	2.648665	2.3214	2.494925	2.57636	2.42907	2.62772
"ENSG00000153786"	7.57459	7.37978	7.54227	6.96181	7.53587	7.45167	7.37087	7.49774	7.55496	7.55458	7.03736	7.58143	7.48533	7.42329
"ENSG00000153789"	4.20304	4.28613	4.30709	4.65879	4.02199	4.49144	4.36861	4.36005	4.64466	3.94204	4.12207	3.90289	4.28648	3.80938
"ENSG00000153790"	5.15508	4.91371	5.07787	5.1702	5.29992	5.22151	5.48025	5.32517	5.24435	5.2091	5.74823	5.26584	5.46516	5.31425
"ENSG00000153802"	2.59806	2.56194	2.84561	3.11088	2.77355	2.49822	2.7007	2.63967	2.83521	2.41521	2.52832	2.96823	2.81296	2.49589
"ENSG00000153814"	7.34463	7.57258	7.81975	7.97363	7.60434	7.4727	7.82152	7.78939	7.50174	7.54783	7.64966	7.40593	7.62089	7.43749
"ENSG00000153815"	7.61124	7.90028	7.64127	7.98216	7.65978	7.67126	7.95934	7.41419	8.17406	7.61861	8.13287	7.3131	7.90495	7.48502
"ENSG00000153820"	2.40377	2.48317	2.57521	3.0227	2.73568	2.21384	2.57264	2.45283	2.80897	2.50284	2.46158	2.33819	2.28581	2.44665
"ENSG00000153822"	2.50741	2.43491	2.19751	2.75444	2.39196	2.70917	2.59066	2.49183	2.8533	2.3715	2.35783	2.62793	2.60199	2.62016
"ENSG00000153823"	6.70698	6.54583	6.61719	6.52674	6.85034	6.62851	6.52781	6.83299	6.41964	6.72636	6.39423	6.70484	6.62371	6.39708
"ENSG00000153827"	9.46802	9.22671	9.49171	8.99122	9.52348	9.55929	9.20354	9.53311	9.0282	9.55361	9.20256	9.35053	9.43623	9.57614
"ENSG00000153832"	5.4931	5.18416	5.30981	5.54902	5.47428	5.84348	5.3933	5.48172	5.45747	5.54902	5.80969	5.59144	5.88467	5.5587
"ENSG00000153879"	7.42731	7.18917	7.14298	7.09728	7.17092	7.26581	7.16142	7.21364	6.92184	7.17267	7.11985	7.12366	7.29691	7.27184
"ENSG00000153885"	5.88169	5.94677	5.72126	6.16726	5.06937	5.93411	6.20293	5.64643	5.68147	5.35322	5.32456	5.4637	5.63945	5.72305
"ENSG00000153896"	4.17869	3.73598	4.0753	4.69386	4.26375	4.20344	4.30034	4.27102	4.30423	3.7824	3.97027	4.36436	4.22462	4.27767
"ENSG00000153898"	3.29225	3.02	3.42097	3.29904	3.35616	3.0278	3.49894	3.36728	3.7369	3.65658	3.61156	3.15541	3.95629	3.23485
"ENSG00000153902"	6.72978	5.93236	6.28778	6.43472	6.56355	6.87634	7.08095	6.28211	6.87905	6.159	6.8787	6.3584	6.83032	6.48677
"ENSG00000153904"	6.49093	6.57354	6.39563	6.1029	6.57785	6.40569	6.3415	6.28156	6.28535	6.5886	6.33351	6.39123	6.37124	6.74987
"ENSG00000153914"	8.18284	8.07716	8.01081	7.89501	8.18127	8.16285	7.85402	8.37762	7.82985	8.15754	8.03006	8.21385	8.35565	8.43345
"ENSG00000153922"	7.75177	7.91045	7.92243	8.05275	7.76582	8.15862	7.79178	7.65586	7.46767	7.7876	8.06108	7.88287	8.0956	8.05402
"ENSG00000153923"	2.22944	2.21058	2.07225	2.32396	2.38639	2.28249	2.30393	2.17078	2.35629	2.29757	2.42042	2.20893	2.00909	2.19166
"ENSG00000153930"	2.80049	2.8551	3.00978	3.04985	3.4313	3.2312	2.84236	2.99233	3.28707	3.11694	2.93485	2.85715	2.91637	2.98059
"ENSG00000153933"	6.21718	6.16033	5.97568	6.06037	6.47945	6.30861	6.09229	6.70554	6.01615	6.27466	6.08185	6.58331	6.3349	6.25246
"ENSG00000153936"	6.89215	6.64452	6.82449	6.38344	6.71983	6.60899	6.49047	6.8661	6.46104	6.77474	6.58735	7.01102	6.96821	7.08814
"ENSG00000153944"	5.7945	5.52342	6.30927	5.70221	5.78667	5.67972	5.58666	5.54782	5.40586	5.61964	5.63529	6.00402	5.89942	6.0313
"ENSG00000153956"	9.62811	8.99778	8.55802	8.74446	9.28208	9.12088	8.82009	9.99215	8.53357	10.07791	9.1043	8.47146	8.92846	8.90413
"ENSG00000153975"	4.82325	4.91166	4.96002	5.13575	5.01309	4.70787	4.61746	5.17074	4.72198	4.67643	4.68755	5.04923	5.29263	4.9576
"ENSG00000153976"	3.9546	3.99376	4.20119	3.78305	3.66084	4.17847	3.95297	3.80459	3.82867	3.82435	3.38559	3.94543	3.46259	3.87684
"ENSG00000153982"	3.81836	3.813	4.23799	3.60624	3.85824	3.8014	3.56237	3.75797	4.14433	4.23432	3.75584	3.97264	4.17029	4.26785
"ENSG00000153989"	7.56313	7.67094	7.56618	7.32923	7.39474	7.58201	7.31464	7.58683	7.45512	7.59142	7.33447	7.80122	7.61701	7.83713
"ENSG00000153993"	6.78404	6.11478	5.70855	5.88897	5.9501	6.06368	6.0466	5.72973	5.89451	5.68774	5.13849	5.92207	5.71237	6.70538
"ENSG00000154001"	7.56209	7.48084	7.57287	7.71563	7.52836	7.71619	7.661	7.75931	7.51667	7.58554	7.59967	7.59866	7.67125	7.78087
"ENSG00000154007"	1.98987	2.06751	2.32471	1.97444	2.01085	1.80786	2.323	1.96225	2.15901	2.05881	2.0936	2.03389	1.95454	1.99414
"ENSG00000154016"	5.13085	5.108845	5.16824	5.109035	5.17442	4.633625	5.46365	5.216545	4.765355	4.822345	4.867265	4.815815	4.18568	4.56119
"ENSG00000154025"	3.68494	3.31602	3.3287	3.20007	3.13405	3.13531	3.77951	3.49496	3.30383	3.36975	3.20063	3.13112	3.52154	3.10991
"ENSG00000154027"	3.13151	3.13796	2.84962	2.95382	3.33625	3.24794	2.62844	2.86197	3.15609	3.08606	3.03987	3.17339	2.85138	3.1012
"ENSG00000154040"	3.40974	3.7173	3.59919	3.74017	3.78056	3.69294	3.67288	3.85106	3.81797	3.56889	3.70442	3.57522	3.69516	3.49609
"ENSG00000154059"	6.78927	6.55127	6.60535	6.72705	6.93331	6.7581	6.61047	6.94631	6.50493	6.92854	6.86881	6.98228	6.9328	7.0523
"ENSG00000154065"	7.41723	6.76317	7.40301	7.19325	7.64956	7.38723	7.32194	7.37168	7.3823	7.09209	6.84637	7.17982	7.46453	7.2549
"ENSG00000154079"	5.56172	5.34099	5.06468	5.09106	5.30758	5.65957	5.26331	5.75442	5.22646	5.72637	5.34116	5.76129	5.85379	5.63074
"ENSG00000154080"	2.4935	2.44167	2.38675	2.53138	2.32717	2.36078	2.58443	2.35697	2.37724	2.17999	2.48678	2.39359	2.64294	2.52044
"ENSG00000154096"	7.84335	8.99451	8.10501	8.0276	8.19802	7.85551	8.35033	8.84881	9.45188	8.00592	8.0933	8.118	8.59317	8.1372
"ENSG00000154099"	3.37587	3.56579	3.73242	4.09424	3.59525	3.87079	3.66691	3.41693	3.5825	3.56756	3.83136	3.77174	3.40537	3.4136
"ENSG00000154102"	4.70543	4.0425	4.48867	4.33073	4.35411	4.19974	4.18743	4.49413	4.24853	4.36368	4.70267	4.07989	4.07008	3.88326
"ENSG00000154114"	7.86356	7.49216	7.78158	7.75036	7.70373	7.69885	7.53168	7.69157	7.42766	7.73729	7.58682	7.8126	7.72556	7.7844
"ENSG00000154118"	3.01726	2.93951	2.65857	2.64472	2.74145	2.78356	2.94751	2.97428	2.80508	2.5566	3.07232	2.63211	2.69117	2.80371
"ENSG00000154122"	7.37961	7.08331	7.32819	7.15545	7.46649	7.55006	7.57198	7.39126	7.55303	7.31667	6.88763	7.25824	7.36529	7.47479
"ENSG00000154124"	6.47476	6.1012	6.37651	5.75563	6.19933	6.20264	6.0426	6.27412	5.6554	6.35691	6.02996	6.41766	6.51095	6.27229
"ENSG00000154127"	4.59461	5.34776	4.91925	4.36288	4.62514	4.0794	4.68909	4.54245	4.73559	4.41173	4.31848	4.61998	4.43566	4.74184
"ENSG00000154133"	7.60769	7.21561	7.31941	7.84085	7.52706	7.44507	7.74061	7.248	7.47532	7.42813	7.38856	7.18313	7.1152	7.36292
"ENSG00000154134"	4.70117	3.88867	3.99103	4.30966	4.04338	4.36919	3.94064	4.11774	3.99973	4.14679	4.00565	4.33836	4.01965	3.76738
"ENSG00000154143"	2.77699	2.71962	3.15458	3.12075	2.82485	2.71064	2.78973	3.08474	2.85821	2.68881	2.90557	2.81714	2.77916	2.71732
"ENSG00000154144"	8.01431	7.68392	7.84389	7.77346	8.10418	8.02308	7.8027	8.00318	7.78968	7.96074	7.76397	8.19071	8.06335	8.0563
"ENSG00000154146"	5.89517	6.52561	6.10681	7.32691	5.65505	5.31829	6.95433	5.14287	6.99207	5.25667	6.57367	5.54461	5.10294	5.84461
"ENSG00000154153"	6.63618	6.86319	6.87572	7.09082	6.35241	7.19661	6.5553	6.4872	6.47917	6.67297	6.39867	7.03161	6.83463	7.05992
"ENSG00000154162"	4.76053	4.67451	3.9871	4.45772	4.66129	5.08589	5.59142	5.26322	6.74796	4.72083	4.95311	4.60631	6.22248	4.74387
"ENSG00000154165"	2.80142	2.72175	3.24101	3.27626	2.69071	3.03408	2.78378	2.81209	3.1639	2.74916	2.78105	3.09448	2.92239	3.01642
"ENSG00000154174"	7.95025	7.68064	7.77731	7.46579	7.85219	7.74869	7.63013	7.96472	7.28594	7.88762	7.72264	7.75092	7.94351	7.8786
"ENSG00000154175"	8.66823	9.49803	8.5868	9.65544	8.38031	9.40247	9.41143	8.45634	9.69905	8.78114	8.92864	9.12189	9.05354	8.8565
"ENSG00000154188"	7.90055	7.14027	7.66407	6.74197	8.26796	7.25355	6.97676	8.16468	7.23405	7.88671	7.36416	7.62651	7.73707	7.61851
"ENSG00000154198"	3.79821	3.75727	3.26108	4.76026	4.32068	5.00733	3.74368	3.26498	3.53382	3.89818	4.93415	3.04154	4.03193	4.16562
"ENSG00000154217"	7.73989	7.15396	7.87766	8.07307	7.45106	7.98929	7.23561	7.18391	6.78773	7.41801	7.17692	7.7649	7.35301	7.61493
"ENSG00000154222"	6.07573	5.99448	5.96742	5.95723	5.94932	6.05886	5.89283	5.87543	5.88151	5.96727	5.8752	6.11059	5.73478	5.61309
"ENSG00000154227"	2.92627	2.67091	2.74292	3.23726	2.69302	2.77553	2.90386	2.89468	2.94891	2.99081	2.70247	2.6494	2.81048	2.67394
"ENSG00000154229"	6.11119	6.33462	5.89163	6.01392	6.2028	5.64535	5.68204	5.57923	6.07802	5.77624	5.45112	5.91259	5.90605	5.77569
"ENSG00000154237"	6.11549	6.57919	6.51562	6.12262	6.15498	6.52846	6.14123	6.27313	6.46248	6.74403	6.31509	6.35456	6.35647	6.48005
"ENSG00000154240"	7.53988	7.41474	7.4368	7.77897	7.51912	7.76659	7.55502	7.48585	7.42552	7.59936	7.58103	7.59469	7.60728	7.69538
"ENSG00000154252"	3.54373	3.44101	3.74816	3.92751	3.25634	3.32297	3.67251	3.31979	3.35452	3.54568	3.67007	3.56402	3.35814	3.39131
"ENSG00000154258"	8.69719	7.82948	8.86911	8.37013	8.9572	8.91796	7.77417	8.94682	7.9417	8.86524	8.25034	8.71355	8.60576	8.81152
"ENSG00000154262"	9.2252	8.48404	9.51343	9.10597	9.57902	9.6565	8.62408	9.43879	8.6336	9.53828	9.00523	9.32273	9.37261	9.20029
"ENSG00000154263"	8.39712	7.62012	8.34321	8.4717	8.52849	8.31369	7.29237	8.61016	7.44194	8.42786	8.75529	8.22901	8.88677	7.8869
"ENSG00000154265"	8.28892	7.66002	8.09274	8.04193	8.06033	8.5081	7.74258	8.17737	7.59793	8.25055	8.18265	8.38192	8.39787	8.52512
"ENSG00000154269"	4.49544	4.21697	4.95614	4.46303	5.03393	4.35534	4.0877	4.76623	4.2394	4.31729	4.22976	4.69934	4.82743	4.63226
"ENSG00000154274"	5.22797	4.55322	5.34787	4.3069	4.79432	4.57837	4.79675	5.4647	4.41721	5.01016	4.6952	5.31545	4.96514	5.24879
"ENSG00000154277"	9.30585	9.39383	8.84116	8.8396	8.95178	9.00985	8.52803	9.34375	9.06902	9.34517	8.51858	9.12073	8.7061	9.01105
"ENSG00000154305"	8.63659	8.34393	8.55723	8.53058	8.59166	8.64545	8.46259	8.58925	8.3009	8.60527	8.43334	8.40819	8.46492	8.44785
"ENSG00000154309"	5.41488	5.65237	5.43472	5.1681	5.54224	5.52225	5.18035	5.49729	5.71967	5.33659	4.91819	5.63259	5.51656	5.10026
"ENSG00000154310"	5.03127	5.26888	5.18649	5.3898	5.15418	5.00306	4.94588	5.01705	5.00302	5.37762	5.56355	5.08284	5.417	5.30057
"ENSG00000154316"	2.9395	2.98138	2.99914	3.57804	2.63853	2.86961	3.04984	2.74544	2.68278	2.77663	3.15294	2.88485	2.92971	2.974
"ENSG00000154319"	2.44994	2.36809	2.51054	2.34908	2.27902	2.35693	2.53236	2.35409	2.66737	2.31472	2.67527	2.22381	2.55167	2.1698
"ENSG00000154328"	6.07491	5.73168	5.6245	5.11165	5.80019	5.44765	5.72512	6.05881	5.6575	5.97529	5.8716	6.19462	5.89654	5.83264
"ENSG00000154330"	6.9187275	6.257375	6.29987	6.246715	6.5175225	7.15315	6.6790275	6.642525	6.432795	6.16166	6.2303675	6.554545	6.833375	6.5550525
"ENSG00000154342"	3.07818	3.30922	2.91763	3.46458	3.05097	3.0308	3.55483	3.09934	2.80071	3.31855	3.18038	3.09398	3.04321	2.97604
"ENSG00000154358"	3.99285	3.79916	4.05161	4.04642	3.84719	3.95404	4.0794	3.83427	3.94565	3.89529	3.98819	3.85885	3.89298	3.77558
"ENSG00000154359"	6.99659	7.18479	6.81271	6.69813	6.87441	7.39704	7.12633	6.90018	6.90731	6.9471	6.92462	6.18172	6.74063	6.91041
"ENSG00000154370"	5.03999	4.88173	4.50984	4.39079	4.69845	4.62364	4.82634	4.68083	4.71165	4.76986	4.67909	4.72578	4.72161	4.54933
"ENSG00000154380"	7.8459	7.8161	7.80375	8.04308	7.83287	7.81629	8.07966	7.84698	7.77869	7.83847	8.187	7.59788	7.85406	7.85537
"ENSG00000154415"	2.30427	2.28815	2.64249	2.21658	2.27035	2.38154	2.32227	2.39385	2.27734	2.4201	2.4523	2.16456	2.30921	2.39238
"ENSG00000154429"	4.80015	5.26165	5.30024	5.12468	5.06379	5.08823	5.01533	4.78803	5.03309	4.86121	5.03006	5.14776	4.96654	5.07073
"ENSG00000154438"	2.31269	2.43609	2.13422	2.4348	2.24045	2.41188	2.44595	2.28292	2.58699	2.3418	2.32045	2.34132	2.31104	2.40388
"ENSG00000154447"	7.37702	7.21407	7.03801	6.98356	7.17893	7.21437	7.22055	7.38014	7.03503	7.20787	6.95196	7.11968	7.17378	7.4276
"ENSG00000154451"	5.11177	6.64681	7.92955	6.35766	6.26443	5.30864	5.87985	6.16386	5.79193	6.4999	7.31305	5.61305	7.23546	5.94032
"ENSG00000154473"	7.44331	7.52027	7.33715	7.40848	7.43207	7.59834	7.03651	7.66352	7.20907	7.56809	7.16987	7.4591	7.61937	7.41818
"ENSG00000154478"	3.41225	3.17844	3.76145	3.45551	3.16719	3.09614	3.08704	3.27968	3.34183	2.87831	3.15645	3.19485	3.09363	3.09275
"ENSG00000154479"	1.87359	1.90321	1.78832	2.35182	2.01812	1.92109	2.20113	2.45488	2.13178	2.32071	2.21515	2.04078	2.05383	2.25422
"ENSG00000154485"	3.45215	3.55978	3.34205	3.54097	3.7165	3.5036	3.53746	3.60111	3.5107	3.65397	4.21591	3.49259	3.57201	3.66024
"ENSG00000154493"	2.96954	3.27583	3.17823	2.78155	3.13724	2.9313	2.88557	3.1487	2.91303	3.07574	2.95473	3.16381	2.82104	3.2755
"ENSG00000154511"	7.40056	6.90881	7.1191	6.7259	6.82114	6.86382	6.8855	7.2079	6.86131	7.23999	6.87729	7.19016	6.96907	7.02789
"ENSG00000154518"	5.14904	5.18625	5.02273	5.09862	5.25312	4.89455	4.91262	5.37397	4.84399	5.23948	5.08857	5.27249	5.10473	5.16756
"ENSG00000154529"	7.346948	6.683206	8.175972	8.240004	8.201604	8.370514	8.125938	8.184288	8.064228	8.244568	8.09976	8.13023	8.406162	8.445612
"ENSG00000154537"	5.25321	5.311134	5.243852	5.636856	5.019824	5.330672	5.622464	5.151154	5.666912	5.331608	5.244218	5.22046	5.221254	5.140364
"ENSG00000154545"	3.88253	3.93084	3.77875	3.78009	3.83259	3.65848	4.17503	4.09365	4.00205	3.64968	4.1204	3.8341	4.36599	3.8799
"ENSG00000154548"	3.4153	3.27971	3.56757	3.54747	3.36613	3.55964	3.447	3.28399	3.50406	3.43762	3.3781	3.26037	3.28391	3.17723
"ENSG00000154553"	4.76746	5.22861	4.76172	5.10212	4.9628	5.04228	5.16345	5.35878	5.47708	5.66342	4.92445	6.01449	5.25521	6.50196
"ENSG00000154556"	6.202695	5.75704	5.947305	6.179315	6.289865	6.337635	6.225105	6.030885	5.89617	5.846345	5.637985	6.099825	5.954345	6.50632
"ENSG00000154582"	6.983965	7.386785	6.708505	7.00178	6.90129	6.84513	7.01086	6.990675	6.96021	6.88126	7.109635	6.89881	6.919055	6.881785
"ENSG00000154589"	4.03764	5.27134	5.45497	4.46316	5.02258	4.78304	4.58833	4.75173	4.76217	4.85573	4.32966	4.92084	4.86941	4.67428
"ENSG00000154608"	6.8584	7.49346	7.29103	6.65682	6.93796	7.31858	6.76829	7.12992	7.14066	7.10978	7.23155	7.39671	7.21543	7.26795
"ENSG00000154611"	2.58938	2.33123	2.41415	2.36684	2.46326	2.44899	2.66678	2.68956	2.63204	2.56701	2.65811	2.43134	2.3533	2.77326
"ENSG00000154620"	9.41037666666667	9.55063	9.30894333333333	9.56789	9.53035333333333	9.41360666666667	9.21999666666667	9.53409666666667	9.35820666666667	9.41965	9.64153666666667	9.43467666666667	9.47219333333333	9.47046666666667
"ENSG00000154639"	3.43084	3.64778	3.86084	3.73776	3.33705	3.49009	3.80946	3.44612	3.69993	3.37265	3.09453	3.44692	3.78526	3.68978
"ENSG00000154640"	5.77652	6.11665	5.36508	5.97102	5.71803	6.31616	6.13396	5.69136	6.00497	6.05692	6.5824	5.93891	6.20252	6.33716
"ENSG00000154642"	5.30195	5.4015	5.73972	5.87467	5.3736	5.65804	5.2692	5.71879	5.10505	5.48574	6.05779	5.24703	5.90058	5.50135
"ENSG00000154645"	4.06538	4.06878	3.9942	4.49823	3.98084	4.10893	3.72728	4.03438	3.82576	3.98755	3.95146	3.45023	4.12135	4.14823
"ENSG00000154646"	2.11231	2.08545	1.95925	2.22341	2.03488	2.23497	2.22345	2.12177	2.47816	1.97978	2.34216	2.10114	2.20334	2.05844
"ENSG00000154654"	3.71172	3.54024	3.85088	4.3058	3.48015	4.12744	3.95088	3.75644	4.48863	3.92804	3.36354	3.7955	4.44752	3.82941
"ENSG00000154655"	6.02515	6.01769	6.12652	6.20219	6.26373	6.55333	6.13326	5.98762	5.85272	6.2819	6.53435	6.31187	6.64134	6.17727
"ENSG00000154678"	5.32698	4.57248	5.06021	5.25145	5.09214	5.87894	4.83725	5.42046	5.16068	5.17679	5.30527	5.55739	5.83811	4.91866
"ENSG00000154710"	7.096465	6.983745	7.02631	6.84452	7.13715	7.26039	6.76649	6.96714	6.98916	7.11903	6.77637	7.115155	7.05687	7.014425
"ENSG00000154719"	7.05817	6.97998	7.12342	7.20708	7.03792	7.23944	6.94228	7.16026	6.84255	7.16645	7.1219	7.0592	7.28653	7.44433
"ENSG00000154721"	9.11102	8.49284	8.81417	8.77364	9.09721	9.02436	9.14089	8.91575	8.89517	8.61724	8.82571	8.50827	9.15915	8.74507
"ENSG00000154723"	6.14553	6.41063	6.25305	6.32288	6.3568	6.26567	6.40035	6.6124	6.74496	6.43847	6.07902	6.559	6.3598	6.44395
"ENSG00000154727"	7.089935	6.837655	7.24299	6.839925	6.978585	7.14147	6.708615	7.06615	6.892345	6.96506	6.804645	7.31054	7.17361	6.99593
"ENSG00000154734"	7.27058	7.59664	6.88319	6.48071	7.01243	7.84722	6.44182	7.33115	6.53443	7.146	6.6939	6.58941	7.43339	6.92306
