"eWAT_M04(r1)"	"eWAT_M04(r2)"	"eWAT_M04(r3)"	"BAT_M04(r1)"	"BAT_M04(r2)"	"BAT_M04(r3)"
"ENSMUSG00000029521"	5.91509	6.09203	5.9266	5.31634	4.85381	5.10585
"ENSMUSG00000029522"	5.25538	5.19389	4.95797	4.74144	4.65592	4.85362
"ENSMUSG00000029524"	6.8459	6.93728	7.04214	7.33253	7.2843	7.19083
"ENSMUSG00000029526"	3.90732	3.42363	3.34739	4.27175	4.05992	3.917
"ENSMUSG00000029528"	8.66575	8.72317	8.71385	7.35766	7.4363	7.63656
"ENSMUSG00000029530"	3.32258	3.30793	3.29139	3.32095	3.31118	3.5238
"ENSMUSG00000029534"	6.14792	6.26793	6.25013	6.38277	6.64997	6.44645
"ENSMUSG00000029535"	6.78707	6.64234	6.55123	7.18001	7.18787	6.93751
"ENSMUSG00000029536"	7.23262	7.27585	7.21394	8.09895	8.13166	8.02827
"ENSMUSG00000029538"	8.16214	8.27319	8.1975	8.01306	7.9571	8.03812
"ENSMUSG00000029541"	4.92985	4.7716	4.82324	5.56436	5.45524	5.51374
"ENSMUSG00000029544"	4.5503	4.72135	4.55704	5.17481	5.25936	5.62484
"ENSMUSG00000029545"	8.41528	8.44189	8.30716	11.31089	11.04938	11.14215
"ENSMUSG00000029546"	5.44205	5.0244	4.71339	5.75558	5.7069	5.67608
"ENSMUSG00000029547"	7.32404	7.55867	7.43683	7.61819	7.29133	7.48997
"ENSMUSG00000029550"	8.0147	7.77494	7.85975	7.82578	7.64231	7.67327
"ENSMUSG00000029551"	4.99837	5.07032	4.89889	5.40342	5.52155	5.5843
"ENSMUSG00000029552"	7.72409	7.91598	7.8815	5.01975	5.13645	5.3568
"ENSMUSG00000029553"	3.70427	3.74083	3.47322	3.70051	3.501	3.7367
"ENSMUSG00000029554"	6.52109	6.60803	6.65418	6.50522	6.62328	6.58145
"ENSMUSG00000029556"	4.96893	4.92162	5.01401	5.1601	4.83419	4.9415
"ENSMUSG00000029557"	6.43693	6.40908	6.28	7.62515	7.53308	7.3866
"ENSMUSG00000029559"	7.61749	7.54997	7.44074	7.20527	7.13052	7.03777
"ENSMUSG00000029560"	6.45254	6.41556	6.37992	6.84823	6.63884	6.65954
"ENSMUSG00000029561"	6.74302	6.50847	6.83047	6.06706	5.64931	6.09308
"ENSMUSG00000029563"	3.69461	3.78091	3.73096	3.97321	4.10439	3.94522
"ENSMUSG00000029564"	4.21702	4.1497	3.87078	4.41141	4.41029	4.35557
"ENSMUSG00000029569"	7.64535	7.63122	7.65367	7.78783	7.74575	7.7837
"ENSMUSG00000029570"	7.08654	7.02434	7.2048	6.91568	6.71143	7.68571
"ENSMUSG00000029571"	8.79371	8.52442	8.66517	10.02963	10.13241	9.76272
"ENSMUSG00000029575"	7.10734	7.14148	7.09409	8.47051	8.03882	8.28954
"ENSMUSG00000029576"	5.24784	5.1571	5.22971	6.3102	5.82637	6.47304
"ENSMUSG00000029577"	7.82203	7.86984	7.86454	9.02035	8.76989	8.84687
"ENSMUSG00000029578"	7.93027	7.91546	7.82623	8.86798	8.85979	8.82798
"ENSMUSG00000029580"	12.93785	13.14606	13.20506	12.30483	12.06221	12.31288
"ENSMUSG00000029581"	7.16809	7.28537	7.63471	6.89789	6.87316	7.09918
"ENSMUSG00000029586"	2.47991	2.6453	2.64435	3.0033	3.13513	2.66612
"ENSMUSG00000029587"	5.82215	5.7822	5.73666	5.91484	6.17155	5.64379
"ENSMUSG00000029591"	6.01502	5.86455	5.84019	6.26217	6.30987	6.30087
"ENSMUSG00000029592"	6.97369	6.88588	7.04049	7.14784	6.70662	6.8019
"ENSMUSG00000029594"	6.06866	6.03394	6.03242	6.55255	6.5883	6.81753
"ENSMUSG00000029595"	3.90903	3.58521	3.32168	4.19525	4.20358	3.78686
"ENSMUSG00000029596"	5.51524	5.54482	5.59915	6.95342	7.22071	7.20055
"ENSMUSG00000029597"	3.80135	4.13375	3.73936	3.92212	3.94451	4.0635
"ENSMUSG00000029598"	8.04727	8.07422	8.08558	7.90939	7.8532	7.89218
"ENSMUSG00000029599"	7.95832	7.8919	7.84302	7.6336	7.4536	7.64009
"ENSMUSG00000029600"	6.01966	5.58477	5.67469	6.44066	6.3739	6.31069
"ENSMUSG00000029601"	5.70119	5.57987	5.58199	5.73993	5.78689	5.63756
"ENSMUSG00000029602"	5.07895	4.94014	4.97784	5.1593	5.2087	5.42875
"ENSMUSG00000029603"	5.90834	6.10265	5.78459	5.95593	5.89832	5.93079
"ENSMUSG00000029605"	4.25956	3.86258	3.93924	3.42376	4.10329	3.81038
"ENSMUSG00000029607"	3.37133	3.37425	3.57402	3.79305	3.60788	3.73517
"ENSMUSG00000029608"	5.01878	4.88353	4.81288	5.40798	5.29479	5.44961
"ENSMUSG00000029610"	6.91392	6.71734	6.818	6.62947	6.80905	7.26595
"ENSMUSG00000029613"	7.0333	7.10831	6.99678	7.60908	7.54172	7.55
"ENSMUSG00000029614"	10.1026975	10.03356	10.0284175	9.3472275	9.320745	9.3447075
"ENSMUSG00000029616"	7.26709	7.39955	7.01173	6.03897	6.39152	6.03508
"ENSMUSG00000029617"	7.87407	7.69217	7.60834	8.15944	8.16616	8.08262
"ENSMUSG00000029618"	4.38273	3.55378	4.07096	4.23569	4.2285	4.58432
"ENSMUSG00000029620"	3.13944	3.0267	3.3483	3.22959	3.08242	2.97555
"ENSMUSG00000029621"	8.85056	8.81881	8.73818	8.86088	8.65978	8.59827
"ENSMUSG00000029622"	9.734845	9.637705	9.674865	8.949325	8.94699	8.963905
"ENSMUSG00000029623"	7.27097	7.27766	7.15166	7.27134	7.5465	7.43734
"ENSMUSG00000029624"	6.91303	7.10277	7.0235	7.86038	7.6196	7.59085
"ENSMUSG00000029625"	6.45744	6.17064	6.36487	6.17393	6.36105	6.48419
"ENSMUSG00000029627"	6.68772	6.56768	6.49752	6.90859	6.7987	6.95197
"ENSMUSG00000029629"	7.3242	7.31478	7.41094	6.98753	7.0231	6.97639
"ENSMUSG00000029630"	2.69685	2.399935	2.598625	2.892685	3.06246	2.648895
"ENSMUSG00000029632"	11.38904	11.23853	11.11626	13.10817	13.28673	13.06043
"ENSMUSG00000029633"	8.14207	8.18123	8.17221	8.0128	7.90688	7.85785
"ENSMUSG00000029634"	7.88792	7.98043	8.03568	7.95494	7.88942	7.82126
"ENSMUSG00000029635"	8.77736	8.92198	8.91697	8.56774	8.50937	8.19778
"ENSMUSG00000029636"	4.79888	5.0701	5.19418	5.3197	4.82332	4.95027
"ENSMUSG00000029638"	7.24893	7.16139	7.08436	8.28333	8.27018	7.93223
"ENSMUSG00000029640"	7.8157	7.75189	7.68635	7.14177	7.52626	7.3237
"ENSMUSG00000029641"	5.61701	5.77071	5.50256	5.71722	5.6491	5.32502
"ENSMUSG00000029642"	8.04368	7.864305	7.78982	8.56536	8.514165	8.37481
"ENSMUSG00000029644"	4.87277	4.59952	4.75703	5.16761	5.07474	5.39175
"ENSMUSG00000029646"	4.33686	4.0544	4.61857	4.57293	4.99667	4.82939
"ENSMUSG00000029647"	8.64249	8.81618	8.9492	7.90629	7.8194	7.68218
"ENSMUSG00000029648"	7.23598	7.03676	7.15682	8.6046	8.64667	8.38913
"ENSMUSG00000029649"	9.87734	9.72799	9.72234	9.92283	9.98147	9.79866
"ENSMUSG00000029650"	6.83587	6.73579	6.49655	7.44299	7.45581	7.51727
"ENSMUSG00000029651"	5.42831	5.63021	5.8216	4.75564	4.8772	4.88993
"ENSMUSG00000029655"	7.78563	7.88071	7.81862	7.68604	7.60753	7.48501
"ENSMUSG00000029656"	3.5246	3.18006	3.24199	3.85276	3.73802	3.98098
"ENSMUSG00000029657"	7.13748	7.40889	7.5609	7.77802	7.36629	7.9661
"ENSMUSG00000029658"	4.70738	5.11067	5.061	4.50568	4.8148	4.29056
"ENSMUSG00000029659"	6.44681	6.54216	6.41005	5.54921	5.81847	5.92665
"ENSMUSG00000029660"	2.88189	2.52821	2.93445	2.9513	2.67874	2.99836
"ENSMUSG00000029661"	10.81663	11.22294	11.77332	9.47285	9.25057	9.90871
"ENSMUSG00000029663"	2.67604	2.68332	2.76124	3.2579	3.25166	2.88743
"ENSMUSG00000029664"	4.81289	4.97605	4.92987	4.53296	4.58454	4.95974
"ENSMUSG00000029669"	9.19833	9.16632	8.97902	10.26732	10.25044	10.14248
"ENSMUSG00000029670"	7.00553	6.97696	6.98695	7.11339	7.19414	7.08361
"ENSMUSG00000029671"	4.19624	4.60024	4.29061	4.6535	4.57541	4.84901
"ENSMUSG00000029672"	9.67502	9.69495	9.69327	7.34021	7.33124	7.21928
"ENSMUSG00000029673"	5.89117	6.22347	6.43687	5.14262	5.09722	4.91283
"ENSMUSG00000029674"	6.66158	6.56015	6.76587	6.70092	6.65762	6.73478
"ENSMUSG00000029675"	8.65298	8.55889	8.64997	6.62419	6.65897	7.00441
"ENSMUSG00000029676"	6.33356	6.35538	6.4434	5.99864	6.24824	5.91628
"ENSMUSG00000029678"	2.77334	2.91371	2.76	3.2371	2.91371	3.00461
"ENSMUSG00000029679"	2.50738	2.25265	2.69695	2.85271	2.60272	2.73559
"ENSMUSG00000029680"	2.88192	2.70761	2.87147	2.53879	2.67782	2.95751
"ENSMUSG00000029681"	7.95186	7.86664	7.95431	8.33896	8.3023	8.33538
"ENSMUSG00000029682"	2.19892	2.41447	2.41974	2.67743	2.50023	2.54077
"ENSMUSG00000029683"	4.60885	4.54755	4.77478	5.59497	6.34826	6.15682
"ENSMUSG00000029684"	7.47697	7.52816	7.50967	7.14961	7.10158	7.02687
"ENSMUSG00000029685"	3.93954	3.72516	3.62639	4.50151	4.86042	5.35502
"ENSMUSG00000029686"	8.81013	8.80641	8.93533	8.89772	8.90523	8.7468
"ENSMUSG00000029687"	6.63763	6.5613	6.87282	6.89364	6.87126	6.816
"ENSMUSG00000029695"	6.4815	6.96981	6.58703	3.86105	4.08905	4.18451
"ENSMUSG00000029697"	4.66759	4.76476	4.71602	4.78009	5.21671	4.60998
"ENSMUSG00000029699"	5.34069	5.61072	5.43141	5.77213	5.83508	5.75562
"ENSMUSG00000029700"	3.03317	2.66868	2.5824	2.94118	2.88875	3.22402
"ENSMUSG00000029701"	6.85116	7.10362	7.02973	6.88191	6.7496	6.76221
"ENSMUSG00000029703"	6.41937	6.19221	6.28742	6.27048	6.02443	5.92802
"ENSMUSG00000029705"	7.16407	7.22101	7.24766	7.38955	7.48726	7.34562
"ENSMUSG00000029706"	4.11564	4.26515	4.24805	4.56786	4.5285	4.50931
"ENSMUSG00000029707"	3.87793	3.85506	4.07543	4.02783	4.22873	4.38184
"ENSMUSG00000029708"	6.32862	6.22373	6.57676	6.33604	5.97181	6.14456
"ENSMUSG00000029710"	7.29729	7.25675	7.43884	7.75035	7.74813	7.94714
"ENSMUSG00000029711"	3.77671	3.89057	3.60869	4.06475	3.92878	4.21995
"ENSMUSG00000029712"	3.78467	3.79517	3.71317	4.0991	3.83652	4.34967
"ENSMUSG00000029713"	9.76985	9.70034	9.76503	9.91238	9.65132	9.80116
"ENSMUSG00000029714"	6.54331	6.48538	6.51973	6.74923	6.45878	6.67982
"ENSMUSG00000029715"	6.31446	6.14935	6.15869	7.16714	7.40551	6.7582
"ENSMUSG00000029716"	4.23664	4.40531	4.10077	5.40553	5.31426	5.3539
"ENSMUSG00000029718"	8.59926	8.8044	9.17385	8.24728	8.0632	8.50948
"ENSMUSG00000029720"	7.14653	7.15212	7.18975	6.53503	6.537415	6.522945
"ENSMUSG00000029722"	7.77974	7.94912	7.97545	7.42807	7.14854	7.24771
"ENSMUSG00000029723"	7.92512	7.78222	7.95837	7.0179	7.11202	7.36912
"ENSMUSG00000029725"	6.92669	6.8205	6.77582	6.83393	6.84589	6.74691
"ENSMUSG00000029726"	7.64396	7.43771	7.713	7.04225	6.95017	7.13749
"ENSMUSG00000029727"	3.04913	2.99889	3.12242	3.05004	3.18624	3.16946
"ENSMUSG00000029729"	7.91479	7.84921	7.85939	7.53374	7.45229	7.45028
"ENSMUSG00000029730"	5.264195	5.2589	5.34913	5.32357	5.4359625	5.3848225
"ENSMUSG00000029735"	6.35806	6.32026	6.29254	5.65378	5.28719	5.39384
"ENSMUSG00000029736"	2.72794	2.87266	2.96591	3.35655	3.17561	3.74337
"ENSMUSG00000029752"	8.97913	8.84007	8.94277	10.18982	10.18791	10.21672
"ENSMUSG00000029754"	5.19027	4.772	4.71493	4.80611	4.86883	5.1241
"ENSMUSG00000029755"	4.9827	5.18411	5.03709	5.4438	5.43198	5.33255
"ENSMUSG00000029757"	3.88499	3.80637	3.70376	4.17066	4.13672	3.83423
"ENSMUSG00000029759"	8.31154	8.25038	8.00399	9.83141	9.94385	9.82535
"ENSMUSG00000029761"	7.43467	7.86861	7.89706	6.74335	6.77544	6.79201
"ENSMUSG00000029762"	5.28233	5.17111	5.57249	6.42675	6.77277	6.25121
"ENSMUSG00000029763"	7.00602	7.30501	7.34407	7.19616	6.93884	7.2922
"ENSMUSG00000029765"	6.2634	6.13277	5.96751	5.5898	5.50174	5.30956
"ENSMUSG00000029766"	3.29549	3.41232	3.77589	3.4881	4.00457	3.5544
"ENSMUSG00000029767"	9.99974	9.99979	10.10338	10.0012	10.06309	9.91009
"ENSMUSG00000029769"	5.06097	5.02873	5.52992	4.70696	4.952	5.04931
"ENSMUSG00000029771"	6.17819	5.9993	6.18511	5.44649	5.83036	6.07202
"ENSMUSG00000029772"	9.35618	9.46331	9.32416	9.00361	8.62182	8.65224
"ENSMUSG00000029775"	7.91557	7.89203	8.00866	7.7417	7.81625	7.66295
"ENSMUSG00000029776"	5.70580333333333	5.48210333333333	5.60758333333333	6.24742666666667	6.29971333333333	6.22501333333333
"ENSMUSG00000029777"	8.93484	8.98058	8.90081	9.99099	9.82125	9.83906
"ENSMUSG00000029778"	6.05557	6.00479	6.22777	6.2861	6.33821	6.45618
"ENSMUSG00000029780"	5.74951	5.48397	5.6016	6.02406	6.24324	6.11446
"ENSMUSG00000029781"	9.04005	9.09756	9.2511	8.29866	8.28664	8.26247
"ENSMUSG00000029782"	7.70862	7.6237	7.83456	7.38166	7.01052	7.16254
"ENSMUSG00000029784"	3.48644	3.3628	3.60805	3.44311	3.56911	3.83798
"ENSMUSG00000029787"	8.81357	8.79048	8.73153	7.5903	7.31948	7.04808
"ENSMUSG00000029788"	2.96657	2.94821	2.96085	3.17183	2.97635	3.30266
"ENSMUSG00000029790"	5.95879	5.90154	6.09274	5.07893	5.05186	5.13917
"ENSMUSG00000029797"	4.49877	4.42638	4.53186	4.48497	4.66317	4.84158
"ENSMUSG00000029798"	6.23872	6.15404	6.39701	5.03894	4.54966	5.00672
"ENSMUSG00000029802"	6.59151	6.58002	6.44012	6.74789	6.74962	6.38176
"ENSMUSG00000029804"	6.92757	7.05824	6.92495	7.82624	7.49142	7.72355
"ENSMUSG00000029810"	10.29459	10.43356	10.49739	7.01699	7.42225	7.32487
"ENSMUSG00000029811"	4.00652	3.99003	3.85686	3.71894	3.71459	3.81835
"ENSMUSG00000029813"	3.20471	2.82263	3.06457	3.22971	3.0944	3.71019
"ENSMUSG00000029814"	3.95055	3.92326	3.9168	4.26821	4.59289	4.39496
"ENSMUSG00000029815"	7.16777	7.09972	6.93045	7.59402	7.90522	7.77068
"ENSMUSG00000029816"	7.64938	8.10308	7.47202	4.66319	4.86464	4.82156
"ENSMUSG00000029817"	7.76248666666667	7.84080333333333	7.95624	7.32091	7.16914333333333	7.22615
"ENSMUSG00000029819"	9.11952	6.94176	6.86917	5.24095	6.22705	5.59703
"ENSMUSG00000029821"	3.742505	3.869615	3.79066	3.838	3.897145	3.665745
"ENSMUSG00000029822"	5.07634	5.1184	5.41045	5.29168	5.04716	5.00115
"ENSMUSG00000029823"	9.30374	9.37626	9.46363	9.30384	9.3279	9.27756
"ENSMUSG00000029826"	7.07894	7.36914	7.2843	6.53128	6.19093	6.41903
"ENSMUSG00000029828"	4.75973	4.43796	4.71044	4.97023	4.9461	4.9998
"ENSMUSG00000029829"	5.40894	5.63213	5.12685	5.66526	5.50261	5.94543
"ENSMUSG00000029830"	6.11886	6.19261	5.8683	6.23063	5.84833	5.64613
"ENSMUSG00000029831"	3.48186	3.46096	3.60687	3.73235	3.98271	3.60303
"ENSMUSG00000029832"	6.59343	7.03517	6.9231	4.96438	5.28642	5.08791
"ENSMUSG00000029833"	7.30555	7.1029	7.20775	7.59575	7.77091	7.75532
"ENSMUSG00000029836"	8.91415333333333	8.86577666666667	8.81708666666667	8.518	8.46456	8.31365666666667
"ENSMUSG00000029837"	2.21581	2.26612	2.16765	2.31267	2.55657	2.41872
"ENSMUSG00000029838"	4.8865	4.82974	4.92609	4.50356	4.27293	4.4646
"ENSMUSG00000029840"	9.64552	9.64513	9.76556	9.6266	9.59172	9.48857
"ENSMUSG00000029843"	5.0774	5.18266	5.01875	4.41354	4.71785	4.88097
"ENSMUSG00000029844"	4.11343	3.96898	3.89601	4.18913	3.82719	4.24569
"ENSMUSG00000029847"	4.9608	4.85422	4.8349	4.58739	4.8653	4.79889
"ENSMUSG00000029848"	2.8534	2.93558	2.79338	2.76299	2.90769	2.86471
"ENSMUSG00000029851"	5.44945	5.47929	5.30407	6.18836	5.79967	5.85105
"ENSMUSG00000029859"	6.23502	6.14868	6.41051	4.06315	4.38131	4.45217
"ENSMUSG00000029860"	8.08135	8.21595	8.25374	6.88227	6.86725	7.19521
"ENSMUSG00000029861"	4.47655	4.73557	4.37595	5.07294	5.1805	4.91815
"ENSMUSG00000029862"	4.14865	4.399	4.19347	4.75272	5.20597	5.71077
"ENSMUSG00000029863"	7.09449	7.24149	7.48556	6.44731	6.48678	6.25638
"ENSMUSG00000029864"	8.76316	8.83353	8.64665	9.84137	9.99239	9.70649
"ENSMUSG00000029865"	2.21259	2.08113	2.05586	2.4084	2.29825	2.39373
"ENSMUSG00000029866"	3.03886	2.76702	2.74451	3.48197	3.06454	3.31123
"ENSMUSG00000029867"	2.9076	2.97056	3.0007	3.01994	2.91424	2.69366
"ENSMUSG00000029868"	7.32145	7.17563	7.1769	4.6359	4.42528	4.54487
"ENSMUSG00000029869"	7.30973	7.31244	7.35963	5.2606	5.36899	5.68969
"ENSMUSG00000029875"	4.14145	3.94334	4.27994	4.15783	4.70137	4.5225
"ENSMUSG00000029878"	4.6768	4.74724	4.39861	3.66611	3.74619	4.22938
"ENSMUSG00000029882"	3.5996	3.4225	3.5089	3.74511	3.628	3.87237
"ENSMUSG00000029883"	3.13477	3.43205	3.30972	3.30787	3.03461	3.08413
"ENSMUSG00000029885"	2.856	3.00288	2.85037	3.0717	3.46436	3.16416
"ENSMUSG00000029909"	3.04902	2.98532	2.91526	3.49781	3.55725	3.15737
"ENSMUSG00000029910"	6.68752	6.41825	6.64554	5.9673	6.06707	5.48498
"ENSMUSG00000029911"	6.739605	6.85028	6.950335	6.90954	7.100045	6.7891
"ENSMUSG00000029913"	5.50463	5.39237	5.80749	5.3959	5.35095	5.17276
"ENSMUSG00000029915"	4.11201	3.82809	4.43146	3.79844	3.66946	3.90602
"ENSMUSG00000029916"	6.65715	6.81699	6.90067	7.9923	7.72237	7.8083
"ENSMUSG00000029917"	3.3128	3.09872	3.22319	3.49249	3.40262	3.60107
"ENSMUSG00000029918"	7.87183	7.734915	7.67223	8.94606	9.310245	8.94036
"ENSMUSG00000029919"	5.16672	4.73078	5.17248	4.53689	4.23672	4.30706
"ENSMUSG00000029920"	7.26696	7.43948	7.38069	6.7473	6.9959	6.66453
"ENSMUSG00000029922"	8.35167	8.36275	8.09564	7.19005	7.35638	7.55798
"ENSMUSG00000029923"	5.42434	5.53554	5.2359	4.8631	4.8558	4.97214
"ENSMUSG00000029924"	8.46358	8.43434	8.53729	7.40573	7.33267	7.29045
"ENSMUSG00000029925"	5.21965	5.36087	5.33586	4.43414	4.45104	4.50072
"ENSMUSG00000029992"	8.58246	8.88594	8.79324	8.07432	7.76796	7.78797
"ENSMUSG00000029993"	7.53095	7.30072	7.48308	9.13102	9.00997	8.75586
"ENSMUSG00000029994"	8.25624	8.11252	8.19549	8.0087	7.62772	7.72294
"ENSMUSG00000029998"	9.31678	9.32856	9.38734	10.05898	9.67167	9.95502
"ENSMUSG00000029999"	6.5733	6.66163	6.67882	6.30764	6.23215	6.00157
"ENSMUSG00000030000"	3.74215	3.90823	3.56293	3.85778	3.98728	4.09252
"ENSMUSG00000030001"	4.1799	4.21943	4.15993	4.68529	4.35902	4.60596
"ENSMUSG00000030002"	8.12327	8.17224	8.17649	7.78291	7.67847	7.85468
"ENSMUSG00000030004"	3.18015	3.32829	3.38436	2.73154	3.43984	3.18746
"ENSMUSG00000030007"	8.95409	8.95835	9.0653	8.57702	8.64059	8.61711
"ENSMUSG00000030008"	6.14901	6.40207	6.18192	6.82719	6.75682	6.84081
"ENSMUSG00000030016"	7.70378	7.66634	7.76035	7.32714	7.66289	7.26918
"ENSMUSG00000030017"	2.45242	2.52251	2.27902	2.68677	2.25874	2.72498
"ENSMUSG00000030019"	7.47032	7.4156	7.30835	7.27439	7.27793	6.82704
"ENSMUSG00000030020"	5.50411	5.64943	5.65657	5.23737	4.73437	5.15587
"ENSMUSG00000030022"	7.70340666666667	8.02821833333333	8.05880333333333	7.662335	7.40401833333333	7.3709
"ENSMUSG00000030029"	7.42669	7.32632	7.38443	8.03293	7.58643	7.73005
"ENSMUSG00000030030"	4.83663	4.50072	4.2975	4.27842	4.68795	4.2222
"ENSMUSG00000030031"	4.61492	4.3905	4.31493	4.57916	5.02392	4.22877
"ENSMUSG00000030032"	4.83612	4.91929	4.80725	4.95025	4.90019	5.1157
"ENSMUSG00000030034"	6.99017	6.86244	6.92596	7.10576	6.96121	7.02139
"ENSMUSG00000030035"	9.1481	9.10821	9.02402	9.27774	9.3371	9.15586
"ENSMUSG00000030036"	7.04386	6.83173	7.10264	6.34338	6.29677	6.41071
"ENSMUSG00000030041"	3.5026	3.3455	3.35077	3.60433	3.36209	3.51385
"ENSMUSG00000030042"	7.63143	7.43489	7.34099	7.50525	7.85176	7.45501
"ENSMUSG00000030043"	3.88129	4.25977	4.18355	4.46641	4.08327	4.54213
"ENSMUSG00000030045"	6.32339	6.2744	6.39941	7.89625	7.7134	7.73542
"ENSMUSG00000030046"	2.98006	2.885	2.87693	3.16857	3.74191	3.31342
"ENSMUSG00000030047"	5.26807	5.16558	5.22719	5.51357	5.50479	5.36116
"ENSMUSG00000030048"	3.69546	3.54392	3.50076	3.74897	4.10956	4.10542
"ENSMUSG00000030049"	2.96729	2.88739	2.9112	3.17692	3.08817	3.1462
"ENSMUSG00000030050"	4.30304	4.22565	4.58945	4.76465	4.59833	4.83385
"ENSMUSG00000030051"	5.41606	5.66555	5.41744	5.11506	4.53751	5.20693
"ENSMUSG00000030054"	4.71946	4.54903	4.33647	4.93257	5.05291	5.17987
"ENSMUSG00000030055"	7.20309	6.83331	7.02256	6.37932	6.17761	6.253
"ENSMUSG00000030056"	6.92116	6.96962	6.78616	7.15078	7.16865	7.28532
"ENSMUSG00000030057"	10.78439	10.77055	10.66076	11.10447	11.20515	11.0319
"ENSMUSG00000030058"	7.12416177777778	7.34977222222222	7.40675688888889	6.64378888888889	6.44898955555556	6.69213244444444
"ENSMUSG00000030059"	8.50367	8.43788	8.52053	7.50862	7.64512	7.34944
"ENSMUSG00000030060"	6.98236	6.96411	6.97838	6.23206	5.95799	6.57737
"ENSMUSG00000030061"	8.07543	8.13036	8.09416	9.03508	9.19947	8.92095
"ENSMUSG00000030062"	9.27591	9.49644	9.36538	8.03498	8.05726	7.93933
"ENSMUSG00000030064"	6.9121	6.72803	6.94604	5.9467	6.25481	6.0283
"ENSMUSG00000030067"	6.84692	6.88865	6.96956	6.49255	6.47551	6.41114
"ENSMUSG00000030069"	3.54304	3.37308	3.53869	3.94804	3.89096	3.91581
"ENSMUSG00000030074"	5.65218	5.65066	5.65591	5.19696	5.36864	5.43082
"ENSMUSG00000030075"	3.76242	3.73489	3.75803	3.90162	3.77677	3.5568
"ENSMUSG00000030077"	3.34935	3.31342	3.41142	3.59014	3.94797	3.76853
"ENSMUSG00000030079"	7.59071	7.45218	7.48796	7.14408	7.22515	7.25127
"ENSMUSG00000030082"	10.45368	10.62086	10.57174	9.27823	9.04835	9.22038
"ENSMUSG00000030083"	7.08289	7.14651	6.99551	7.11864	7.06102	7.05578
"ENSMUSG00000030084"	7.64584	7.79212	7.89555	8.24001	7.43077	7.92809
"ENSMUSG00000030086"	7.92501	7.80559	7.84841	8.72674	8.69153	8.6157
"ENSMUSG00000030087"	7.76202	7.7917	7.63432	8.37848	8.63703	8.24627
"ENSMUSG00000030088"	8.46254	8.47612	8.27829	8.58214	8.29261	8.58083
"ENSMUSG00000030089"	8.07825	8.1292	7.87535	5.85713	6.42034	6.50461
"ENSMUSG00000030091"	6.16965	6.51706	6.85361	5.10235	4.93467	5.44345
"ENSMUSG00000030092"	2.84415	2.90049	2.74182	2.71682	2.99599	3.02713
"ENSMUSG00000030093"	4.0456	4.08251	3.70727	4.49035	4.44554	4.34528
"ENSMUSG00000030094"	7.00643	6.89389	6.83835	6.49808	6.25026	6.13415
"ENSMUSG00000030095"	9.3867	9.42181	9.23069	7.87493	7.42276	7.74738
"ENSMUSG00000030096"	8.45458	8.22576	8.60574	9.2254	9.06927	9.40357
"ENSMUSG00000030098"	4.62146	4.44507	4.51587	4.87792	4.84921	4.84721
"ENSMUSG00000030101"	8.23557	8.18943	8.09928	7.88509	7.72385	7.72512
"ENSMUSG00000030102"	7.3776	7.631	7.93026	9.22679	8.91656	9.1587
"ENSMUSG00000030103"	7.84234	7.93747	8.28973	8.88839	8.63215	9.35002
"ENSMUSG00000030104"	8.50581	8.59514	8.63229	8.72527	8.51154	8.48315
"ENSMUSG00000030105"	8.94705	8.88204	8.8555	9.1485	9.2242	9.07904
"ENSMUSG00000030107"	4.73497	4.93777	4.80218	4.87471	5.04344	4.87689
"ENSMUSG00000030108"	7.83055	7.71939	7.54691	5.2673	4.78332	5.14329
"ENSMUSG00000030109"	5.39986	5.63981	5.70298	5.22809	4.86186	5.07438
"ENSMUSG00000030110"	6.56047	6.69097	6.81977	5.64916	5.60578	5.90283
"ENSMUSG00000030111"	3.60339	3.59757	3.43414	3.5643	3.55722	4.19332
"ENSMUSG00000030114"	3.00526	2.80909	2.88046	3.02571	2.86949	3.82105
"ENSMUSG00000030116"	8.21142	8.42186	8.61321	6.57436	7.34624	7.58748
"ENSMUSG00000030117"	4.04443	3.92842	3.92997	4.55504	4.29695	4.64366
"ENSMUSG00000030120"	10.33756	10.27418	10.40753	10.90253	10.77616	10.91417
"ENSMUSG00000030122"	8.99034	9.04088	9.00518	10.05575	9.84734	10.11751
"ENSMUSG00000030123"	7.40688	7.64489	7.9186	8.17184	8.17939	8.27724
"ENSMUSG00000030124"	4.83897	4.78917	4.53307	5.65145	5.17858	5.27751
"ENSMUSG00000030125"	5.37886	5.31574	5.34177	4.26251	4.2961	4.69819
"ENSMUSG00000030126"	6.67401	6.78167	6.66672	6.49544	6.57728	6.59164
"ENSMUSG00000030127"	9.32339	9.23617	9.25726	9.75305	9.73337	9.74969
"ENSMUSG00000030131"	3.47665333333333	3.53648666666667	3.31928666666667	3.69666	3.69157	3.70106
"ENSMUSG00000030134"	2.98189	2.92204	2.76893	3.26762	3.26947	3.49488
"ENSMUSG00000030137"	4.53158	5.23561	4.78557	8.91953	9.06155	9.36072
"ENSMUSG00000030138"	7.01345	7.26688	7.29113	7.13987	6.85416	6.91256
"ENSMUSG00000030142"	2.84188	2.90732	2.43227	3.17162	2.9887	2.72046
"ENSMUSG00000030143"	4.609045	4.53851	4.64243	4.692535	4.783615	4.816905
